I0802 13:34:48.734751714   12731 server_builder.cc:247]      Synchronous server. Num CQs: 1, Min pollers: 1, Max Pollers: 2147483647, CQ timeout (msec): 1000
[INFO] - Server listening on 0.0.0.0:50051
Trace-_2_5	30	0.186000	0.485000	0.016167	0	0	0	0
Trace-_2_5	126	0.368000	1.338000	0.010619	0	0	0	0
Trace-_2_5	255	0.771000	2.713000	0.010639	0	0	0	0
Trace-_2_5	386	1.238000	4.159000	0.010775	0	0	0	0
Trace-_2_5	582	1.866000	6.265000	0.010765	0	0	0	0
Trace-_2_5	629	2.044000	6.707000	0.010663	0	0	0	0
Trace-_2_5	694	2.241000	7.453000	0.010739	0	0	0	0
Trace-_2_5	723	2.359000	7.717000	0.010674	0	0	0	0
Trace-_2_5	967	3.146000	10.383000	0.010737	0	0	0	0
Trace-_2_5	1040	3.436000	11.181000	0.010751	0	0	0	0
Trace-_2_5	1208	4.067000	13.078000	0.010826	0	0	0	0
Trace-_2_5	1229	4.146000	13.274000	0.010801	0	0	0	0
Trace-_2_5	1259	4.256000	13.682000	0.010867	0	0	0	0
Trace-_2_5	1264	4.245000	13.903000	0.010999	0	0	0	0
Trace-_2_5	1397	4.804000	15.104000	0.010812	0	0	0	0
Trace-_2_5	1474	5.006000	16.232000	0.011012	0	0	0	0
Trace-_2_5	1630	5.607000	17.723000	0.010873	0	0	0	0
Trace-_2_5	1636	5.652000	17.851000	0.010911	0	0	0	0
Trace-_2_5	1854	6.613000	20.488000	0.011051	0	0	0	0
Trace-_2_5	1966	7.215000	22.109000	0.011246	0	0	0	0
Trace-_2_5	1972	7.089000	21.836000	0.011073	0	0	0	0
Trace-_2_5	2015	7.342000	22.411000	0.011122	0	0	0	0
Trace-_2_5	2020	7.323000	22.417000	0.011098	0	0	0	0
Trace-_2_5	2044	7.409000	22.697000	0.011104	0	0	0	0
Trace-_2_5	2052	7.428000	22.778000	0.011100	0	0	0	0
Trace-_2_5	2059	7.509000	22.873000	0.011109	0	0	0	0
Trace-_2_5	2155	7.876000	24.347000	0.011298	0	0	0	0
Trace-_2_5	2424	9.109000	27.207000	0.011224	0	0	0	0
Trace-_2_5	2575	9.218000	28.807000	0.011187	0	0	0	0
Trace-_2_5	2771	9.962000	30.592000	0.011040	0	0	0	0
Trace-_2_5	2783	10.029000	30.715000	0.011037	0	0	0	0
Trace-_2_5	2844	10.300000	31.348000	0.011023	0	0	0	0
Trace-_2_5	2867	10.388000	31.663000	0.011044	0	0	0	0
Trace-_2_5	2933	10.715000	32.666000	0.011137	0	0	0	0
Trace-_2_5	3069	11.175000	34.023000	0.011086	0	0	0	0
Trace-_2_5	3096	11.248000	34.423000	0.011119	0	0	0	0
Trace-_2_5	3171	11.612000	35.804000	0.011291	0	0	0	0
Trace-_2_5	3296	11.866000	36.250000	0.010998	0	0	0	0
Trace-_2_5	3436	12.467000	38.046000	0.011073	0	0	0	0
Trace-_2_5	3608	13.033000	40.038000	0.011097	0	0	0	0
Trace-_2_5	3968	14.142000	44.256000	0.011153	0	0	0	0
Trace-_2_5	4106	14.711000	45.470000	0.011074	0	0	0	0
Trace-_2_5	4315	15.666000	48.088000	0.011144	0	0	0	0
Trace-_2_5	4353	15.812000	48.106000	0.011051	0	0	0	0
Trace-_2_5	4378	15.717000	48.403000	0.011056	0	0	0	0
Trace-_2_5	4442	16.205000	49.460000	0.011135	0	0	0	0
Trace-_2_5	4488	16.201000	50.430000	0.011237	0	0	0	0
Trace-_2_5	4753	17.806000	54.871000	0.011544	0	0	0	0
Trace-_2_5	4839	18.123000	54.539000	0.011271	0	0	0	0
Trace-_2_5	4884	18.192000	54.761000	0.011212	0	0	0	0
Trace-_2_5	4918	18.692000	55.404000	0.011266	0	0	0	0
Trace-_2_5	5087	19.384000	57.546000	0.011312	0	0	0	0
Trace-_2_5	5397	20.512000	61.622000	0.011418	0	0	0	0
Trace-_2_5	5460	21.108000	62.092000	0.011372	0	0	0	0
Trace-_2_5	5728	21.787000	64.778000	0.011309	0	0	0	0
Trace-_2_5	5741	21.825000	64.660000	0.011263	0	0	0	0
Trace-_2_5	5853	22.252000	66.203000	0.011311	0	0	0	0
Trace-_2_5	5959	22.801000	67.557000	0.011337	0	0	0	0
Trace-_2_5	6017	22.989000	67.927000	0.011289	0	0	0	0
Trace-_2_5	6331	24.587000	72.079000	0.011385	0	0	0	0
Trace-_2_5	6402	24.772000	72.539000	0.011331	0	0	0	0
Trace-_2_5	6428	24.941000	72.889000	0.011339	0	0	0	0
Trace-_2_5	6584	25.395000	74.009000	0.011241	0	0	0	0
Trace-_2_5	6690	26.815000	76.938000	0.011500	0	0	0	0
Trace-_2_5	6849	27.256000	78.815000	0.011508	0	0	0	0
Trace-_2_5	6985	27.757000	80.021000	0.011456	0	0	0	0
Trace-_2_5	7035	27.826000	80.117000	0.011388	0	0	0	0
Trace-_2_5	7169	28.466000	82.172000	0.011462	0	0	0	0
Trace-_2_5	7254	28.953000	83.053000	0.011449	0	0	0	0
Trace-_2_5	7431	29.389000	84.663000	0.011393	0	0	0	0
Trace-_2_5	7464	29.876000	87.012000	0.011658	0	0	0	0
Trace-_2_5	7469	29.725000	85.291000	0.011419	0	0	0	0
Trace-_2_5	7598	29.973000	87.029000	0.011454	0	0	0	0
Trace-_2_5	7717	29.721000	89.207000	0.011560	0	0	0	0
Trace-_2_5	7938	30.648000	89.785000	0.011311	0	0	0	0
Trace-_2_5	7997	30.817000	90.760000	0.011349	0	0	0	0
Trace-_2_5	8083	31.166000	91.730000	0.011349	0	0	0	0
Trace-_2_5	8100	31.475000	92.856000	0.011464	0	0	0	0
Trace-_2_5	8198	31.940000	93.405000	0.011394	0	0	0	0
Trace-_2_5	8378	32.657000	95.319000	0.011377	0	0	0	0
Trace-_2_5	8652	34.030000	99.055000	0.011449	0	0	0	0
Trace-_2_5	8691	33.959000	98.500000	0.011334	0	0	0	0
Trace-_2_5	8722	34.078000	99.334000	0.011389	0	0	0	0
Trace-_2_5	8736	34.261000	99.586000	0.011399	0	0	0	0
Trace-_2_5	8870	35.293000	101.186000	0.011408	0	0	0	0
Trace-_2_5	8904	35.314000	102.459000	0.011507	0	0	0	0
Trace-_2_5	9062	35.644000	103.148000	0.011382	0	0	0	0
Trace-_2_5	9078	35.933000	103.802000	0.011434	0	0	0	0
Trace-_2_5	9130	35.963000	104.199000	0.011413	0	0	0	0
Trace-_2_5	9176	36.159000	104.883000	0.011430	0	0	0	0
Trace-_2_5	9217	36.615000	105.707000	0.011469	0	0	0	0
Trace-_2_5	9239	36.571000	105.577000	0.011427	0	0	0	0
Trace-_2_5	9249	36.660000	106.253000	0.011488	0	0	0	0
Trace-_2_5	9256	36.647000	105.713000	0.011421	0	0	0	0
Trace-_2_5	9361	36.988000	106.594000	0.011387	0	0	0	0
Trace-_2_5	9509	37.938000	108.322000	0.011392	0	0	0	0
Trace-_2_5	9621	38.121000	109.762000	0.011409	0	0	0	0
Trace-_2_5	9699	38.657000	110.278000	0.011370	0	0	0	0
Trace-_2_5	9749	38.915000	111.396000	0.011426	0	0	0	0
Trace-_2_5	9852	39.222000	112.334000	0.011402	0	0	0	0
Trace-_2_5	9855	39.396000	113.106000	0.011477	0	0	0	0
Trace-_2_5	9952	39.799000	114.050000	0.011460	0	0	0	0
Trace-_2_5	9993	39.983000	114.762000	0.011484	0	0	0	0
Trace-_2_5	10243	40.969000	117.533000	0.011474	0	0	0	0
Trace-_2_5	10262	41.168000	118.447000	0.011542	0	0	0	0
Trace-_2_5	10481	41.785000	119.751000	0.011426	0	0	0	0
Trace-_2_5	10511	42.070000	120.459000	0.011460	0	0	0	0
Trace-_2_5	10916	44.088000	126.062000	0.011548	0	0	0	0
Trace-_2_5	11724	47.181000	134.205000	0.011447	0	0	0	0
Trace-_2_5	11764	47.504000	135.848000	0.011548	0	0	0	0
Trace-_2_5	11843	47.524000	135.830000	0.011469	0	0	0	0
Trace-_2_5	11849	47.869000	136.501000	0.011520	0	0	0	0
Trace-_2_5	11988	48.070000	137.919000	0.011505	0	0	0	0
Trace-_2_5	12212	49.114000	142.000000	0.011628	0	0	0	0
Trace-_2_5	12390	50.367000	143.003000	0.011542	0	0	0	0
Trace-_2_5	12497	50.606000	144.008000	0.011523	0	0	0	0
Trace-_2_5	12516	50.767000	143.643000	0.011477	0	0	0	0
Trace-_2_5	12529	50.729000	144.490000	0.011532	0	0	0	0
Trace-_2_5	12564	50.653000	144.469000	0.011499	0	0	0	0
Trace-_2_5	12583	50.765000	144.917000	0.011517	0	0	0	0
Trace-_2_5	12596	50.503000	144.726000	0.011490	0	0	0	0
Trace-_2_5	12625	50.752000	144.728000	0.011464	0	0	0	0
Trace-_2_5	12711	51.654000	146.809000	0.011550	0	0	0	0
Trace-_2_5	12747	51.412000	146.413000	0.011486	0	0	0	0
Trace-_2_5	12887	52.549000	148.430000	0.011518	0	0	0	0
Trace-_2_5	12892	52.503000	149.934000	0.011630	0	0	0	0
Trace-_2_5	12904	52.492000	148.828000	0.011533	0	0	0	0
Trace-_2_5	12910	52.403000	148.621000	0.011512	0	0	0	0
Trace-_2_5	13027	53.408000	150.538000	0.011556	0	0	0	0
Trace-_2_5	13095	53.305000	150.844000	0.011519	0	0	0	0
