Trace-_0_5|0	1270	4.471000	0.003520
Trace-_0_5|1	7438	13.091000	0.001760
Trace-_0_5|2	19962	27.504000	0.001378
Trace-_0_5|3	27162	24.964000	0.000919
Trace-_0_5|4	35541	28.772000	0.000810
Trace-_0_5|5	42685	27.595000	0.000646
Trace-_0_5|6	42924	18.701000	0.000436
Trace-_0_5|7	54885	44.789000	0.000816
Trace-_0_5|8	69862	62.350000	0.000892
Trace-_0_5|9	92646	78.943000	0.000852
