[INFO] - Server listening on 0.0.0.0:50051
Trace-_0_4|0	160	38.568000	0.241050
Trace-_0_4|1	6328	55.314000	0.008741
Trace-_0_5|0	8852	170.455000	0.019256
Trace-_0_5|1	16052	199.738000	0.012443
Trace-_0_5|2	24431	91.596000	0.003749
Trace-_0_5|3	31575	148.563000	0.004705
Trace-_0_5|4	31814	124.203000	0.003904
Trace-_0_5|5	43775	175.139000	0.004001
Trace-_0_5|6	58752	196.025000	0.003336
Trace-_0_5|7	81536	237.685000	0.002915
Trace-_0_5|8	95055	196.542000	0.002068
abort: 2
